110, 185, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 185, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130, 185, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
145, 185, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
150, 185, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
155, 185, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 190, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 195, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 195, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 200, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 210, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 215, 71, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 215, 71, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 220, 71, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 210, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 200, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 195, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 180, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 170, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 175, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 175, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 160, 71, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0
155, 160, 71, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0
155, 170, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 175, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 180, 71, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 72, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 81, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
155, 185, 86, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
155, 185, 76, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
155, 185, 68, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 64, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
155, 185, 61, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
155, 185, 60, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
155, 185, 65, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 69, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
155, 185, 69, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
145, 185, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
135, 185, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130, 185, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120, 185, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120, 185, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
